num_traj,data_id,label,lateral_friction_coef
15,2,1,0.8938473798315589
15,3,1,0.8938473798315589
15,4,1,0.8938473798315589
15,5,0,0.8938473798315589
15,6,0,0.8938473798315589
15,7,0,0.8938473798315589
15,8,0,0.8938473798315589
15,9,0,0.8938473798315589
16,0,1,0.8709384066230301
16,1,1,0.8709384066230301
16,2,1,0.8709384066230301
16,3,1,0.8709384066230301
16,4,1,0.8709384066230301
16,5,0,0.8709384066230301
16,6,0,0.8709384066230301
16,7,0,0.8709384066230301
16,8,0,0.8709384066230301
16,9,0,0.8709384066230301
17,0,1,0.8746386418378926
17,1,1,0.8746386418378926
17,2,1,0.8746386418378926
17,3,1,0.8746386418378926
17,4,1,0.8746386418378926
17,5,0,0.8746386418378926
17,6,0,0.8746386418378926
17,7,0,0.8746386418378926
17,8,0,0.8746386418378926
17,9,0,0.8746386418378926
18,0,1,1.1498077958737696
18,1,1,1.1498077958737696
18,2,1,1.1498077958737696
18,3,1,1.1498077958737696
18,4,1,1.1498077958737696
18,5,0,1.1498077958737696
18,6,0,1.1498077958737696
18,7,0,1.1498077958737696
18,8,0,1.1498077958737696
18,9,0,1.1498077958737696
19,0,1,1.455227150566047
19,1,1,1.455227150566047
19,2,0,1.455227150566047
19,3,1,1.455227150566047
19,4,1,1.455227150566047
19,5,1,1.455227150566047
19,6,1,1.455227150566047
19,7,1,1.455227150566047
19,8,1,1.455227150566047
19,9,1,1.455227150566047
20,0,1,1.049059741317322
20,1,1,1.049059741317322
20,2,1,1.049059741317322
20,3,1,1.049059741317322
20,4,1,1.049059741317322
20,5,0,1.049059741317322
20,6,0,1.049059741317322
20,7,0,1.049059741317322
20,8,0,1.049059741317322
20,9,0,1.049059741317322
21,0,1,1.0071268817007364
21,1,1,1.0071268817007364
21,2,1,1.0071268817007364
21,3,1,1.0071268817007364
21,4,1,1.0071268817007364
21,5,0,1.0071268817007364
21,6,0,1.0071268817007364
21,7,0,1.0071268817007364
21,8,0,1.0071268817007364
21,9,0,1.0071268817007364
22,0,1,0.8958625023257619
22,1,1,0.8958625023257619
22,2,1,0.8958625023257619
22,3,1,0.8958625023257619
22,4,1,0.8958625023257619
22,5,0,0.8958625023257619
22,6,0,0.8958625023257619
22,7,0,0.8958625023257619
22,8,0,0.8958625023257619
22,9,0,0.8958625023257619
23,0,1,1.064470949880508
23,1,1,1.064470949880508
23,2,1,1.064470949880508
23,3,1,1.064470949880508
23,4,1,1.064470949880508
23,5,0,1.064470949880508
23,6,0,1.064470949880508
23,7,0,1.064470949880508
23,8,0,1.064470949880508
23,9,0,1.064470949880508
24,0,1,1.0808348028631933
24,1,1,1.0808348028631933
24,2,1,1.0808348028631933
24,3,1,1.0808348028631933
24,4,1,1.0808348028631933
24,5,0,1.0808348028631933
24,6,0,1.0808348028631933
24,7,0,1.0808348028631933
24,8,0,1.0808348028631933
24,9,0,1.0808348028631933
25,0,0,0.6285503308759183
25,1,0,0.6285503308759183
25,2,0,0.6285503308759183
25,3,0,0.6285503308759183
25,4,0,0.6285503308759183
25,5,0,0.6285503308759183
25,6,0,0.6285503308759183
25,7,0,0.6285503308759183
25,8,0,0.6285503308759183
25,9,0,0.6285503308759183
26,0,1,0.9921281550630531
26,1,1,0.9921281550630531
26,2,1,0.9921281550630531
26,3,1,0.9921281550630531
26,4,1,0.9921281550630531
26,5,0,0.9921281550630531
26,6,0,0.9921281550630531
26,7,0,0.9921281550630531
26,8,0,0.9921281550630531
26,9,0,0.9921281550630531
27,0,1,1.4147632457888637
27,1,1,1.4147632457888637
27,2,1,1.4147632457888637
27,3,1,1.4147632457888637
27,4,1,1.4147632457888637
27,5,0,1.4147632457888637
27,6,0,1.4147632457888637
27,7,1,1.4147632457888637
27,8,0,1.4147632457888637
27,9,0,1.4147632457888637
28,0,1,1.340512092511488
28,1,1,1.340512092511488
28,2,0,1.340512092511488
28,3,1,1.340512092511488
28,4,1,1.340512092511488
28,5,1,1.340512092511488
28,6,1,1.340512092511488
28,7,1,1.340512092511488
28,8,1,1.340512092511488
28,9,1,1.340512092511488
29,0,1,1.2522868162007166
29,1,1,1.2522868162007166
29,2,1,1.2522868162007166
29,3,1,1.2522868162007166
29,4,1,1.2522868162007166
29,5,0,1.2522868162007166
29,6,0,1.2522868162007166
29,7,0,1.2522868162007166
29,8,0,1.2522868162007166
29,9,0,1.2522868162007166
30,0,1,1.343665686322253
30,1,1,1.343665686322253
30,2,0,1.343665686322253
30,3,1,1.343665686322253
30,4,1,1.343665686322253
30,5,1,1.343665686322253
30,6,1,1.343665686322253
30,7,1,1.343665686322253
30,8,1,1.343665686322253
30,9,1,1.343665686322253
31,0,0,0.598099106540417
31,1,0,0.598099106540417
31,2,0,0.598099106540417
31,3,0,0.598099106540417
31,4,0,0.598099106540417
31,5,0,0.598099106540417
31,6,0,0.598099106540417
31,7,0,0.598099106540417
31,8,0,0.598099106540417
31,9,0,0.598099106540417
32,0,1,0.9386700646315527
32,1,1,0.9386700646315527
32,2,1,0.9386700646315527
32,3,1,0.9386700646315527
32,4,1,0.9386700646315527
32,5,0,0.9386700646315527
32,6,0,0.9386700646315527
32,7,0,0.9386700646315527
32,8,0,0.9386700646315527
32,9,0,0.9386700646315527
33,0,0,0.5699751490053941
33,1,0,0.5699751490053941
33,2,0,0.5699751490053941
33,3,0,0.5699751490053941
33,4,0,0.5699751490053941
33,5,0,0.5699751490053941
33,6,0,0.5699751490053941
33,7,0,0.5699751490053941
33,8,0,0.5699751490053941
33,9,0,0.5699751490053941
34,0,0,0.591844098274223
34,1,0,0.591844098274223
34,2,0,0.591844098274223
34,3,0,0.591844098274223
34,4,0,0.591844098274223
34,5,0,0.591844098274223
34,6,0,0.591844098274223
34,7,0,0.591844098274223
34,8,0,0.591844098274223
34,9,0,0.591844098274223
35,0,1,1.2059946347028636
35,1,1,1.2059946347028636
35,2,1,1.2059946347028636
35,3,1,1.2059946347028636
35,4,1,1.2059946347028636
35,5,0,1.2059946347028636
35,6,0,1.2059946347028636
35,7,0,1.2059946347028636
35,8,0,1.2059946347028636
35,9,0,1.2059946347028636
36,0,1,1.301118401945668
36,1,1,1.301118401945668
36,2,1,1.301118401945668
36,3,1,1.301118401945668
36,4,1,1.301118401945668
36,5,0,1.301118401945668
36,6,0,1.301118401945668
36,7,0,1.301118401945668
36,8,0,1.301118401945668
36,9,0,1.301118401945668
37,0,0,0.6021253382771569
37,1,0,0.6021253382771569
37,2,0,0.6021253382771569
37,3,0,0.6021253382771569
37,4,0,0.6021253382771569
37,5,0,0.6021253382771569
37,6,0,0.6021253382771569
37,7,0,0.6021253382771569
37,8,0,0.6021253382771569
37,9,0,0.6021253382771569
38,0,1,1.24667492466105
38,1,1,1.24667492466105
38,2,1,1.24667492466105
38,3,1,1.24667492466105
38,4,1,1.24667492466105
38,5,0,1.24667492466105
38,6,0,1.24667492466105
38,7,0,1.24667492466105
38,8,0,1.24667492466105
38,9,0,1.24667492466105
39,0,1,1.425754727813325
39,1,1,1.425754727813325
39,2,0,1.425754727813325
39,3,1,1.425754727813325
39,4,1,1.425754727813325
39,5,1,1.425754727813325
39,6,1,1.425754727813325
39,7,1,1.425754727813325
39,8,1,1.425754727813325
39,9,1,1.425754727813325
40,0,0,0.5123705233269928
40,1,0,0.5123705233269928
40,2,0,0.5123705233269928
40,3,0,0.5123705233269928
40,4,0,0.5123705233269928
40,5,0,0.5123705233269928
40,6,0,0.5123705233269928
40,7,0,0.5123705233269928
40,8,0,0.5123705233269928
40,9,0,0.5123705233269928
41,0,0,0.6140485725044786
41,1,0,0.6140485725044786
41,2,0,0.6140485725044786
41,3,0,0.6140485725044786
41,4,0,0.6140485725044786
41,5,0,0.6140485725044786
41,6,0,0.6140485725044786
41,7,0,0.6140485725044786
41,8,0,0.6140485725044786
41,9,0,0.6140485725044786
42,0,0,0.545790017441615
42,1,0,0.545790017441615
42,2,0,0.545790017441615
42,3,0,0.545790017441615
42,4,0,0.545790017441615
42,5,0,0.545790017441615
42,6,0,0.545790017441615
42,7,0,0.545790017441615
42,8,0,0.545790017441615
42,9,0,0.545790017441615
43,0,1,1.2046120752649154
43,1,1,1.2046120752649154
43,2,1,1.2046120752649154
43,3,1,1.2046120752649154
43,4,1,1.2046120752649154
43,5,0,1.2046120752649154
43,6,0,1.2046120752649154
43,7,1,1.2046120752649154
43,8,0,1.2046120752649154
43,9,0,1.2046120752649154
44,0,0,0.6008408935292611
44,1,0,0.6008408935292611
44,2,0,0.6008408935292611
44,3,0,0.6008408935292611
44,4,0,0.6008408935292611
44,5,0,0.6008408935292611
44,6,0,0.6008408935292611
44,7,0,0.6008408935292611
44,8,0,0.6008408935292611
44,9,0,0.6008408935292611
45,0,1,0.7880011638736871
45,1,1,0.7880011638736871
45,2,1,0.7880011638736871
45,3,1,0.7880011638736871
45,4,1,0.7880011638736871
45,5,0,0.7880011638736871
45,6,0,0.7880011638736871
45,7,0,0.7880011638736871
45,8,0,0.7880011638736871
45,9,0,0.7880011638736871
46,0,1,0.8414841542028537
46,1,1,0.8414841542028537
46,2,1,0.8414841542028537
46,3,1,0.8414841542028537
46,4,1,0.8414841542028537
46,5,0,0.8414841542028537
46,6,0,0.8414841542028537
46,7,0,0.8414841542028537
46,8,0,0.8414841542028537
46,9,0,0.8414841542028537
47,0,1,0.6865878346616798
47,1,1,0.6865878346616798
47,2,0,0.6865878346616798
47,3,0,0.6865878346616798
47,4,0,0.6865878346616798
47,5,0,0.6865878346616798
47,6,0,0.6865878346616798
47,7,0,0.6865878346616798
47,8,0,0.6865878346616798
47,9,0,0.6865878346616798
48,0,1,0.7313187289147772
48,1,1,0.7313187289147772
48,2,1,0.7313187289147772
48,3,1,0.7313187289147772
48,4,0,0.7313187289147772
48,5,0,0.7313187289147772
48,6,0,0.7313187289147772
48,7,0,0.7313187289147772
48,8,0,0.7313187289147772
48,9,0,0.7313187289147772
49,0,0,0.5414079840022111
49,1,0,0.5414079840022111
49,2,0,0.5414079840022111
49,3,0,0.5414079840022111
49,4,0,0.5414079840022111
49,5,0,0.5414079840022111
49,6,0,0.5414079840022111
49,7,0,0.5414079840022111
49,8,0,0.5414079840022111
49,9,0,0.5414079840022111
