num_traj,data_id,capture_exists_label,capture_all_label,lateral_friction_coef
9,8,1,0,0.20680599904161878
9,9,1,0,0.20680599904161878
10,0,1,0,0.9836465921158849
10,1,1,1,0.9836465921158849
10,2,1,1,0.9836465921158849
10,3,1,1,0.9836465921158849
10,4,1,0,0.9836465921158849
10,5,1,0,0.9836465921158849
10,6,1,0,0.9836465921158849
10,7,1,0,0.9836465921158849
10,8,1,0,0.9836465921158849
10,9,1,0,0.9836465921158849
11,0,1,0,0.3320687798079918
11,1,1,0,0.3320687798079918
11,2,1,0,0.3320687798079918
11,3,1,0,0.3320687798079918
11,4,1,0,0.3320687798079918
11,5,1,0,0.3320687798079918
11,6,1,0,0.3320687798079918
11,7,1,0,0.3320687798079918
11,8,1,0,0.3320687798079918
11,9,1,0,0.3320687798079918
12,0,1,0,0.3790021319208696
12,1,1,0,0.3790021319208696
12,2,1,0,0.3790021319208696
12,3,1,0,0.3790021319208696
12,4,1,0,0.3790021319208696
12,5,1,0,0.3790021319208696
12,6,1,0,0.3790021319208696
12,7,1,0,0.3790021319208696
12,8,1,0,0.3790021319208696
12,9,1,0,0.3790021319208696
13,0,1,0,0.5399500102922002
13,1,1,0,0.5399500102922002
13,2,1,0,0.5399500102922002
13,3,1,0,0.5399500102922002
13,4,1,0,0.5399500102922002
13,5,1,0,0.5399500102922002
13,6,1,0,0.5399500102922002
13,7,1,0,0.5399500102922002
13,8,1,0,0.5399500102922002
13,9,1,0,0.5399500102922002
14,0,1,0,0.6633056442035796
14,1,1,0,0.6633056442035796
14,2,1,0,0.6633056442035796
14,3,1,0,0.6633056442035796
14,4,1,0,0.6633056442035796
14,5,1,0,0.6633056442035796
14,6,1,0,0.6633056442035796
14,7,1,0,0.6633056442035796
14,8,1,0,0.6633056442035796
14,9,1,0,0.6633056442035796
15,0,1,0,0.411364932281577
15,1,1,0,0.411364932281577
15,2,1,0,0.411364932281577
15,3,1,0,0.411364932281577
15,4,1,0,0.411364932281577
15,5,1,0,0.411364932281577
15,6,1,0,0.411364932281577
15,7,1,0,0.411364932281577
15,8,1,0,0.411364932281577
15,9,1,0,0.411364932281577
16,0,1,0,0.4145983398879789
16,1,1,1,0.4145983398879789
16,2,1,1,0.4145983398879789
16,3,1,1,0.4145983398879789
16,4,1,1,0.4145983398879789
16,5,1,1,0.4145983398879789
16,6,1,1,0.4145983398879789
16,7,1,1,0.4145983398879789
16,8,1,1,0.4145983398879789
16,9,1,1,0.4145983398879789
17,0,1,0,0.9775388573455441
17,1,1,0,0.9775388573455441
17,2,1,0,0.9775388573455441
17,3,1,0,0.9775388573455441
17,4,1,0,0.9775388573455441
17,5,1,0,0.9775388573455441
17,6,1,0,0.9775388573455441
17,7,1,0,0.9775388573455441
17,8,1,0,0.9775388573455441
17,9,1,0,0.9775388573455441
18,0,1,0,0.14655247671321714
18,1,1,1,0.14655247671321714
18,2,1,1,0.14655247671321714
18,3,1,1,0.14655247671321714
18,4,1,1,0.14655247671321714
18,5,1,1,0.14655247671321714
18,6,1,1,0.14655247671321714
18,7,1,1,0.14655247671321714
18,8,1,1,0.14655247671321714
18,9,1,1,0.14655247671321714
19,0,1,0,0.22556768044844216
19,1,1,0,0.22556768044844216
19,2,1,0,0.22556768044844216
19,3,1,0,0.22556768044844216
19,4,1,0,0.22556768044844216
19,5,1,0,0.22556768044844216
19,6,1,0,0.22556768044844216
19,7,1,0,0.22556768044844216
19,8,1,0,0.22556768044844216
19,9,1,0,0.22556768044844216
